date,close,volume,open,high,low,ticker,title
2015-06-01,0.5595,372608960.0,0.5567,0.565,0.5533,NVDA,
2015-06-02,0.5484,223457880.0,0.556,0.559,0.548,NVDA,
2015-06-03,0.5425,250647680.0,0.55,0.5543,0.5415,NVDA,
2015-06-04,0.5523,323636600.0,0.5393,0.554,0.5393,NVDA,"FBR Downgrades Xilinx, Altera In Massive M&A Note"
2015-06-05,0.5565,313320040.0,0.5505,0.559,0.5447,NVDA,
2015-06-06,0.5565,313320040.0,0.5505,0.559,0.5447,NVDA,
2015-06-07,0.5565,313320040.0,0.5505,0.559,0.5447,NVDA,
2015-06-08,0.5438,342809040.0,0.5548,0.5585,0.5375,NVDA,
2015-06-09,0.5465,256807280.0,0.5443,0.5505,0.5433,NVDA,
2015-06-10,0.5367,529425200.0,0.54,0.5435,0.5338,NVDA,Nomura Downgrades NVIDIA to Neutral
2015-06-11,0.5425,283037840.0,0.5367,0.5463,0.5367,NVDA,NVDA Sells Proprietary Cross-Platform Portability Tech To TransGaming For $3.75M
2015-06-12,0.5278,323724960.0,0.539,0.5423,0.5265,NVDA,"Wedbush On Nvidia: Impact Of Drop In General Purpose PC Has Minimal Impact, NVDA Focused On 'differentiated markets like gaming to drive growth'"
2015-06-13,0.5278,323724960.0,0.539,0.5423,0.5265,NVDA,
2015-06-14,0.5278,323724960.0,0.539,0.5423,0.5265,NVDA,
2015-06-15,0.5268,306426920.0,0.525,0.5291,0.521,NVDA,Why Advanced Micro Devices And NVIDIA Are Worth Watching
2015-06-16,0.5333,256890120.0,0.5258,0.534,0.5205,NVDA,
2015-06-17,0.5395,233497920.0,0.533,0.5425,0.5318,NVDA,Tigress Financial Upgrades NVIDIA to Buy
2015-06-18,0.5485,299331960.0,0.544,0.552,0.5425,NVDA,
2015-06-19,0.5468,355556080.0,0.5485,0.553,0.5418,NVDA,
2015-06-20,0.5468,355556080.0,0.5485,0.553,0.5418,NVDA,
2015-06-21,0.5468,355556080.0,0.5485,0.553,0.5418,NVDA,
2015-06-22,0.5444,514153200.0,0.5478,0.5508,0.5363,NVDA,
2015-06-23,0.5305,414022400.0,0.5455,0.5497,0.5263,NVDA,
2015-06-24,0.5253,253362160.0,0.5298,0.5325,0.5228,NVDA,
2015-06-25,0.5293,348417880.0,0.5253,0.5325,0.5253,NVDA,
2015-06-26,0.5185,421220800.0,0.525,0.5293,0.5162,NVDA,
2015-06-27,0.5185,421220800.0,0.525,0.5293,0.5162,NVDA,
2015-06-28,0.5185,421220800.0,0.525,0.5293,0.5162,NVDA,
2015-06-29,0.503,391723840.0,0.5125,0.5178,0.5022,NVDA,Morgan Stanley On 'What's Moving Semi Stocks'
2015-06-30,0.5028,315125920.0,0.506,0.5082,0.4992,NVDA,
2015-07-01,0.51,302920040.0,0.5152,0.5225,0.5055,NVDA,
2015-07-02,0.5105,145738600.0,0.5098,0.5138,0.5072,NVDA,MediaTek Declines Comment on Rumor of Merger With Nvidia -DigiTimes
2015-07-03,0.5105,145738600.0,0.5098,0.5138,0.5072,NVDA,
2015-07-04,0.5105,145738600.0,0.5098,0.5138,0.5072,NVDA,
2015-07-05,0.5105,145738600.0,0.5098,0.5138,0.5072,NVDA,
2015-07-06,0.5043,214768520.0,0.5062,0.5133,0.5004,NVDA,
2015-07-07,0.4948,594228400.0,0.5013,0.5032,0.479,NVDA,"Oppenheimer Likes Avago, Skyworks Solutions; Upgrades Marvell And Downgrades Broadcom NVIDIA Doubles Performance for Deep Learning Training"
2015-07-08,0.4912,332491480.0,0.492,0.495,0.4872,NVDA,
2015-07-09,0.4853,357589800.0,0.499,0.5013,0.4823,NVDA,
2015-07-10,0.4938,216715680.0,0.4915,0.4983,0.4903,NVDA,
2015-07-11,0.4938,216715680.0,0.4915,0.4983,0.4903,NVDA,
2015-07-12,0.4938,216715680.0,0.4915,0.4983,0.4903,NVDA,
2015-07-13,0.497,212470760.0,0.4988,0.4997,0.4936,NVDA,
2015-07-14,0.4973,249217160.0,0.4978,0.4983,0.4908,NVDA,
2015-07-15,0.4938,265678920.0,0.496,0.4992,0.4893,NVDA,
2015-07-16,0.5048,282881840.0,0.4968,0.5048,0.495,NVDA,
2015-07-17,0.5018,220352320.0,0.503,0.5035,0.4952,NVDA,Needham Slashes Semiconductor Estimates On 'Muted' Second Half Recovery
2015-07-18,0.5018,220352320.0,0.503,0.5035,0.4952,NVDA,
2015-07-19,0.5018,220352320.0,0.503,0.5035,0.4952,NVDA,
2015-07-20,0.4925,188406360.0,0.5018,0.5038,0.4912,NVDA,TitleTec Partners with NIADA to Help Dealerships Tackle Out-Of-State Titling
2015-07-21,0.4948,149183800.0,0.4915,0.5018,0.4915,NVDA,
2015-07-22,0.4851,356442760.0,0.4912,0.4912,0.4793,NVDA,
2015-07-23,0.4912,169854600.0,0.4863,0.4985,0.4853,NVDA,NVIDIA Sets Conference Call for Second-Quarter Financial Results
2015-07-24,0.4855,188812880.0,0.4948,0.4952,0.4835,NVDA,
2015-07-25,0.4855,188812880.0,0.4948,0.4952,0.4835,NVDA,
2015-07-26,0.4855,188812880.0,0.4948,0.4952,0.4835,NVDA,
2015-07-27,0.4828,192412800.0,0.4813,0.4883,0.4773,NVDA,
2015-07-28,0.4933,198309320.0,0.484,0.4965,0.479,NVDA,
2015-07-29,0.4992,232637320.0,0.4923,0.5032,0.4903,NVDA,Cramer Versus Citron: The Ambarella Debate Rages On
2015-07-30,0.5005,190165160.0,0.498,0.5055,0.498,NVDA,
2015-07-31,0.4988,218368440.0,0.5025,0.5028,0.4957,NVDA,Notice for NVIDIA Tablet Customers
2015-08-01,0.4988,218368440.0,0.5025,0.5028,0.4957,NVDA,
2015-08-02,0.4988,218368440.0,0.5025,0.5028,0.4957,NVDA,
2015-08-03,0.5072,397008400.0,0.5028,0.5078,0.4963,NVDA,"Global Equities' Trip Chowdhry Sees Tesla Rolling Out Advanced Auto-Pilot, Driver Assistance Software Update Before Aug. 22; Highlights NVIDIA, Mobileye as Cos. Benefiting"
2015-08-04,0.5093,260048360.0,0.5055,0.5108,0.5035,NVDA,
2015-08-05,0.5145,234577680.0,0.5218,0.5222,0.5134,NVDA,
2015-08-06,0.5112,645698400.0,0.5133,0.517,0.5028,NVDA,"Earnings Scheduled For August 6, 2015 NVIDIA Announces Financial Results for Second Quarter Fiscal 2016"
2015-08-07,0.5745,1405060800.0,0.5615,0.5843,0.547,NVDA,7 Stocks You Should Be Watching Today Pixar Animation Studios Licenses NVIDIA Technology for Accelerating Feature Film Production
2015-08-08,0.5745,1405060800.0,0.5615,0.5843,0.547,NVDA,
2015-08-09,0.5745,1405060800.0,0.5615,0.5843,0.547,NVDA,
2015-08-10,0.5945,662247600.0,0.5705,0.5988,0.567,NVDA,
2015-08-11,0.5915,434966800.0,0.5857,0.5973,0.5857,NVDA,Unusual Option Opportunity In Nvidia
2015-08-12,0.593,384068480.0,0.582,0.5973,0.582,NVDA,
2015-08-13,0.588,276841840.0,0.5938,0.595,0.5865,NVDA,Tigress Financial's Feinseth Reiterates Buy Rating on NVIDIA in Intraday Research Note; He's Convicted Co.'s 'premier position in the graphics chip space will continue to unlock shareholder value'
2015-08-14,0.5885,214592440.0,0.5875,0.592,0.584,NVDA,
2015-08-15,0.5885,214592440.0,0.5875,0.592,0.584,NVDA,
2015-08-16,0.5885,214592440.0,0.5875,0.592,0.584,NVDA,
2015-08-17,0.5847,273874920.0,0.5875,0.5875,0.5775,NVDA,
2015-08-18,0.577,287078000.0,0.5805,0.5845,0.5725,NVDA,
2015-08-19,0.5747,249248280.0,0.5763,0.5826,0.5685,NVDA,
2015-08-20,0.554,426928400.0,0.5683,0.571,0.5513,NVDA,
2015-08-21,0.5367,382572240.0,0.55,0.5593,0.5363,NVDA,"Not So Fast, Chip Investors: Sector Could Be 'Hit Hard,' Says Analyst"
2015-08-22,0.5367,382572240.0,0.55,0.5593,0.5363,NVDA,
2015-08-23,0.5367,382572240.0,0.55,0.5593,0.5363,NVDA,
2015-08-24,0.5178,681868000.0,0.5068,0.5457,0.5,NVDA,"Taiwan Semiconductor Gains Customers for 16nm FinFET Chips, Including Apple, AMD, Avago, Broadcom, Nvidia, Xilinx, Loses Qualcomm Mobile Chips -DigiTimes"
2015-08-25,0.507,622610800.0,0.5405,0.5425,0.507,NVDA,
2015-08-26,0.5453,614832400.0,0.5235,0.5457,0.5195,NVDA,"Watch Large Cap Semiconductor Stocks, These Names Up Around 4% And Higher As Of Mid Afternoon Trading"
2015-08-27,0.5657,463691200.0,0.551,0.566,0.5478,NVDA,3 Semiconductor Stocks With Big Swings In Short Interest
2015-08-28,0.5683,320924880.0,0.5657,0.5718,0.5616,NVDA,NVIDIA Announces Upcoming Events for Financial Community
2015-08-29,0.5683,320924880.0,0.5657,0.5718,0.5616,NVDA,
2015-08-30,0.5683,320924880.0,0.5657,0.5718,0.5616,NVDA,
2015-08-31,0.562,219346440.0,0.5655,0.5695,0.5596,NVDA,
2015-09-01,0.539,353408800.0,0.5457,0.555,0.535,NVDA,"Semiconductors Struggling, These Names Down 2% Or More; Ambarella To Report After Market Closes, Down 6.24% On The Day"
2015-09-02,0.5553,344038320.0,0.5537,0.5555,0.5445,NVDA,
2015-09-03,0.5567,262557520.0,0.5635,0.5663,0.5558,NVDA,
2015-09-04,0.5438,287957800.0,0.5473,0.556,0.5435,NVDA,
2015-09-05,0.5438,287957800.0,0.5473,0.556,0.5435,NVDA,
2015-09-06,0.5438,287957800.0,0.5473,0.556,0.5435,NVDA,
2015-09-07,0.5438,287957800.0,0.5473,0.556,0.5435,NVDA,
2015-09-08,0.567,238338720.0,0.557,0.5693,0.5548,NVDA,
2015-09-09,0.5558,289385960.0,0.5687,0.5735,0.5545,NVDA,
2015-09-10,0.5645,357075840.0,0.5525,0.5715,0.5499,NVDA,
2015-09-11,0.5663,301577320.0,0.5583,0.57,0.5559,NVDA,
2015-09-12,0.5663,301577320.0,0.5583,0.57,0.5559,NVDA,
2015-09-13,0.5663,301577320.0,0.5583,0.57,0.5559,NVDA,
2015-09-14,0.5673,192465440.0,0.569,0.5707,0.5643,NVDA,
2015-09-15,0.5735,327976480.0,0.5675,0.5765,0.5657,NVDA,
2015-09-16,0.5775,173493720.0,0.5725,0.5807,0.5681,NVDA,NVIDIA Chief Scientist Bill Dally Receives Lifetime Achievement Award From Leading Japanese Tech Society
2015-09-17,0.5827,267681640.0,0.5875,0.5928,0.5815,NVDA,"Jefferies Upgrades NVIDIA to Buy, Raises PT to $30.00"
2015-09-18,0.5823,326073920.0,0.5747,0.5872,0.5713,NVDA,
2015-09-19,0.5823,326073920.0,0.5747,0.5872,0.5713,NVDA,
2015-09-20,0.5823,326073920.0,0.5747,0.5872,0.5713,NVDA,
2015-09-21,0.5883,281862640.0,0.583,0.5895,0.58,NVDA,
2015-09-22,0.5723,226417120.0,0.5755,0.5795,0.5691,NVDA,
2015-09-23,0.575,161633960.0,0.5727,0.5785,0.5705,NVDA,"Macquarie's Nag Says NVIDIA Remains the Firm's Top Growth Idea, Notes 'Graphics is a better market than you think, and VR is just around the corner'"
2015-09-24,0.586,382425240.0,0.5715,0.592,0.5625,NVDA,
2015-09-25,0.5903,369682720.0,0.5933,0.6018,0.5845,NVDA,Stocks Hitting 52-Week Highs
2015-09-26,0.5903,369682720.0,0.5933,0.6018,0.5845,NVDA,
2015-09-27,0.5903,369682720.0,0.5933,0.6018,0.5845,NVDA,
2015-09-28,0.5825,392753080.0,0.5903,0.5939,0.5787,NVDA,5 Semiconductor Stocks To Love (And 6 To Worry About)
2015-09-29,0.5928,380678920.0,0.5888,0.5938,0.5805,NVDA,NVIDIA GPUs to Accelerate Microsoft Azure
2015-09-30,0.6162,556344400.0,0.5983,0.617,0.5948,NVDA,
2015-10-01,0.6043,488321200.0,0.6162,0.618,0.5867,NVDA,Hear That? It's Tech Earnings Season Sneaking In
2015-10-02,0.62,386115200.0,0.601,0.62,0.5948,NVDA,
2015-10-03,0.62,386115200.0,0.601,0.62,0.5948,NVDA,
2015-10-04,0.62,386115200.0,0.601,0.62,0.5948,NVDA,
2015-10-05,0.6355,482000800.0,0.624,0.6433,0.6208,NVDA,
2015-10-06,0.6438,454420000.0,0.6288,0.6465,0.6263,NVDA,
2015-10-07,0.6505,310151960.0,0.6452,0.657,0.6348,NVDA,
2015-10-08,0.6543,460009600.0,0.6478,0.656,0.6368,NVDA,
2015-10-09,0.6518,423248400.0,0.6508,0.657,0.6395,NVDA,Nvidia Shares Rebounding Off LOD Following Announcement Co. Lost First Round Of Patent Dispute With Samsung And Qualcomm
2015-10-10,0.6518,423248400.0,0.6508,0.657,0.6395,NVDA,
2015-10-11,0.6518,423248400.0,0.6508,0.657,0.6395,NVDA,
2015-10-12,0.6588,227501080.0,0.6525,0.6625,0.6476,NVDA,"Roth Capital Initiates Coverage on NVIDIA at Neutral, Announces $26.00 PT"
2015-10-13,0.66,298432840.0,0.6535,0.6639,0.6513,NVDA,
2015-10-14,0.684,612148000.0,0.6608,0.6946,0.66,NVDA,
2015-10-15,0.6858,526038000.0,0.6853,0.6997,0.6783,NVDA,
2015-10-16,0.6965,448372400.0,0.688,0.703,0.6863,NVDA,Hearing Unconfirmed Market Chatter of Intel Bid for Nvidia
2015-10-17,0.6965,448372400.0,0.688,0.703,0.6863,NVDA,
2015-10-18,0.6965,448372400.0,0.688,0.703,0.6863,NVDA,
2015-10-19,0.6953,294631200.0,0.6987,0.7019,0.6873,NVDA,
2015-10-20,0.6943,264796520.0,0.6923,0.6975,0.687,NVDA,
2015-10-21,0.6853,386395760.0,0.6985,0.7027,0.684,NVDA,
2015-10-22,0.71,306727520.0,0.6933,0.7123,0.6923,NVDA,NVIDIA Sets Conference Call for Third-Quarter Financial Results
2015-10-23,0.7148,381743080.0,0.7163,0.7195,0.7055,NVDA,
2015-10-24,0.7148,381743080.0,0.7163,0.7195,0.7055,NVDA,
2015-10-25,0.7148,381743080.0,0.7163,0.7195,0.7055,NVDA,
2015-10-26,0.7115,243917840.0,0.7153,0.717,0.705,NVDA,
2015-10-27,0.711,208267120.0,0.708,0.7154,0.7075,NVDA,
2015-10-28,0.7168,217034080.0,0.7155,0.7168,0.705,NVDA,Short Sellers Like These Three Top Semiconductor Stocks
2015-10-29,0.692,327164680.0,0.7053,0.7125,0.6907,NVDA,
2015-10-30,0.7093,301158600.0,0.6995,0.7143,0.6943,NVDA,"Morgan Stanley Upgrades NVIDIA to Equal-weight, Raises PT to $28.00"
2015-10-31,0.7093,301158600.0,0.6995,0.7143,0.6943,NVDA,
2015-11-01,0.7093,301158600.0,0.6995,0.7143,0.6943,NVDA,
2015-11-02,0.7175,190087880.0,0.7115,0.7183,0.7073,NVDA,
2015-11-03,0.7125,376749200.0,0.7133,0.7173,0.7045,NVDA,Needham Downgrades NVIDIA to Hold
2015-11-04,0.7008,442260800.0,0.7105,0.7158,0.6975,NVDA,NVIDIA Shares Falling
2015-11-05,0.6928,477219200.0,0.7043,0.7061,0.6907,NVDA,"Earnings Scheduled For November 5, 2015 NVIDIA Announces Financial Results for Third Quarter Fiscal 2016"
2015-11-06,0.7888,1172137600.0,0.7612,0.7985,0.7455,NVDA,"7 Stocks To Watch For November 6, 2015"
2015-11-07,0.7888,1172137600.0,0.7612,0.7985,0.7455,NVDA,
2015-11-08,0.7888,1172137600.0,0.7612,0.7985,0.7455,NVDA,
2015-11-09,0.7853,492563600.0,0.781,0.7875,0.7742,NVDA,
2015-11-10,0.7702,552215600.0,0.775,0.7793,0.7538,NVDA,Tiny NVIDIA Supercomputer to Bring Artificial Intelligence to New Generation of Autonomous Robots and Drones New NVIDIA Hyperscale Accelerators Boost Machine Learning Throughput for Web Data Centers
2015-11-11,0.7628,619958400.0,0.7708,0.7763,0.76,NVDA,
2015-11-12,0.76,291057800.0,0.761,0.768,0.7568,NVDA,"SHIELD Android TV: More Streaming, More Apps, More Games"
2015-11-13,0.745,292870680.0,0.7608,0.764,0.7412,NVDA,Option Alert: $NVDA Nov 27 $13 Call Sweep; 1256 Contracts @Ask @$0.29; Ref $29.85
2015-11-14,0.745,292870680.0,0.7608,0.764,0.7412,NVDA,
2015-11-15,0.745,292870680.0,0.7608,0.764,0.7412,NVDA,
2015-11-16,0.76,344213520.0,0.7548,0.7605,0.7488,NVDA,"Canaccord Genuity Upgrades NVIDIA to Buy, Raises to $35.00"
2015-11-17,0.76,257046520.0,0.762,0.7665,0.7568,NVDA,
2015-11-18,0.7758,350178480.0,0.7603,0.7768,0.7519,NVDA,
2015-11-19,0.778,254056120.0,0.7785,0.7858,0.7722,NVDA,NVIDIA VR Platforms Deliver Massive Performance Boost for Virtual Reality
2015-11-20,0.7848,239741240.0,0.7838,0.7893,0.779,NVDA,
2015-11-21,0.7848,239741240.0,0.7838,0.7893,0.779,NVDA,
2015-11-22,0.7848,239741240.0,0.7838,0.7893,0.779,NVDA,
2015-11-23,0.773,242544040.0,0.7913,0.7913,0.7701,NVDA,
2015-11-24,0.7793,195422440.0,0.773,0.786,0.7695,NVDA,
2015-11-25,0.7783,138299040.0,0.7778,0.787,0.7755,NVDA,
2015-11-26,0.7783,138299040.0,0.7778,0.787,0.7755,NVDA,
2015-11-27,0.7848,87008080.0,0.7798,0.7873,0.7758,NVDA,
2015-11-28,0.7848,87008080.0,0.7798,0.7873,0.7758,NVDA,
2015-11-29,0.7848,87008080.0,0.7798,0.7873,0.7758,NVDA,
2015-11-30,0.793,317733080.0,0.7855,0.7965,0.7848,NVDA,Option Alert: $NVDA Jan $32 Call Sweep; 1385 Contracts @Ask @$1.11
2015-12-01,0.8188,409489600.0,0.8,0.8195,0.7993,NVDA,
2015-12-02,0.8125,294209520.0,0.82,0.8285,0.8108,NVDA,
2015-12-03,0.8108,246649000.0,0.819,0.8275,0.8068,NVDA,
2015-12-04,0.8438,458681600.0,0.8108,0.8453,0.8108,NVDA,
2015-12-05,0.8438,458681600.0,0.8108,0.8453,0.8108,NVDA,
2015-12-06,0.8438,458681600.0,0.8108,0.8453,0.8108,NVDA,
2015-12-07,0.8277,333503760.0,0.8435,0.8435,0.8253,NVDA,
2015-12-08,0.839,314481160.0,0.8175,0.8425,0.8123,NVDA,
2015-12-09,0.8178,372674840.0,0.8388,0.8438,0.8093,NVDA,Option Alert: NVDA Jan16 36.0 Calls Sweep: 959 @  ASK  $0.48: 972 traded vs 2975 OI: $33.37 Ref
2015-12-10,0.8245,236515080.0,0.8203,0.829,0.8175,NVDA,NVIDIA GPUs Power Facebook's New Deep Learning Machine
2015-12-11,0.8123,227301520.0,0.8163,0.822,0.8105,NVDA,
2015-12-12,0.8123,227301520.0,0.8163,0.822,0.8105,NVDA,
2015-12-13,0.8123,227301520.0,0.8163,0.822,0.8105,NVDA,
2015-12-14,0.8143,276209760.0,0.813,0.8188,0.8045,NVDA,FAA: Unregistered Drones Could Soon Mean Jail Time U.S. International Trade Commission Declines to Review NVIDIA Patent Suit
2015-12-15,0.8243,306978320.0,0.8235,0.83,0.819,NVDA,
2015-12-16,0.8293,236245640.0,0.826,0.832,0.8188,NVDA,"MKM Partners Top Picks For 2016: ACE, CTXS, EA, FIVE, GOOGL, INFN, LB, MYCC, NVDA, TOL, VIAV"
2015-12-17,0.8168,254145760.0,0.8305,0.839,0.8163,NVDA,The Top 20 Wall Street Analysts Of 2015
2015-12-18,0.8035,390438400.0,0.811,0.8193,0.8025,NVDA,
2015-12-19,0.8035,390438400.0,0.811,0.8193,0.8025,NVDA,
2015-12-20,0.8035,390438400.0,0.811,0.8193,0.8025,NVDA,
2015-12-21,0.8224,284210920.0,0.8123,0.8233,0.805,NVDA,
2015-12-22,0.8233,129435440.0,0.825,0.8315,0.8182,NVDA,"Argus Sees the Global Connected Car Market Reaching ~$150B, Telematics as $50B Market Opportunity by 2020 NVIDIA to Ask Full ITC to Review Judge’s Ruling That Samsung’s IP Was Infringed"
2015-12-23,0.8264,122517480.0,0.8245,0.8296,0.823,NVDA,
2015-12-24,0.8293,52449240.0,0.824,0.8313,0.8227,NVDA,"High-end Nvidia Graphics Card Pricing Up 15% Due to Shortages, Strong Demand -DigiTimes"
2015-12-25,0.8293,52449240.0,0.824,0.8313,0.8227,NVDA,
2015-12-26,0.8293,52449240.0,0.824,0.8313,0.8227,NVDA,
2015-12-27,0.8293,52449240.0,0.824,0.8313,0.8227,NVDA,
2015-12-28,0.8285,142025800.0,0.8205,0.8285,0.809,NVDA,"B. Riley on Semi Industry Into '16: 'Ample fuel to build on CY15's record M&A (31+ deals), dividend pay-outs ($16.0B+), and buy-backs ($31.0B+)'"
2015-12-29,0.842,203633880.0,0.829,0.8445,0.8268,NVDA,Option Alert: NVDA Jan16 33.5 Calls Sweep: 2519 @  ASK  $1.23: 5952 traded vs 217 OI:  Earnings 2/10  $33.71 Ref
2015-12-30,0.8348,180219520.0,0.8413,0.8485,0.8345,NVDA,
2015-12-31,0.824,148527920.0,0.8335,0.8373,0.824,NVDA,"NVIDIA Announces 2016 CES Press Conference, Live Webcast Coverage"
2016-01-01,0.824,148527920.0,0.8335,0.8373,0.824,NVDA,
2016-01-02,0.824,148527920.0,0.8335,0.8373,0.824,NVDA,
2016-01-03,0.824,148527920.0,0.8335,0.8373,0.824,NVDA,
2016-01-04,0.8093,358017560.0,0.8073,0.8145,0.801,NVDA,NVIDIA Accelerates Race to Autonomous Driving at CES NVIDIA's Deep Learning Car Computer Selected by Volvo on Journey Toward a Crash-Free Future Automotive Innovators Motoring to NVIDIA DRIVE NVIDIA Boosts IQ of Self-Driving Cars With World's First In-Car Artificial Intelligence Supercomputer Global PC Builders Rally Around NVIDIA to Deliver VR-Ready PCs and Add-In Cards
2016-01-05,0.8223,489483200.0,0.8245,0.836,0.8125,NVDA,"The Best Stock Ideas Of 2015 3 Reasons Why Computers Will Drive Better Than You How Virtual Reality Is Making the Leap into Everyday Life Special Delivery: Android 6.0 Marshmallow, New Games and More Coming to SHIELD Eyes on the Road: How Autonomous Cars Understand What They’re Seeing"
2016-01-06,0.7883,449208000.0,0.8088,0.8125,0.779,NVDA,Fast Money Picks For January 6 CES 2016: Auto Partners Worldwide Showing Off NVIDIA Powered Products Supercomputing at 60 MPH: How Deep Learning Will Give Cars Superhuman Capabilities
2016-01-07,0.757,645182000.0,0.7685,0.7738,0.747,NVDA,Audi: Machine Learning to Give Cars Superhuman Capabilities
2016-01-08,0.7408,398389280.0,0.7668,0.7675,0.7391,NVDA,
2016-01-09,0.7408,398389280.0,0.7668,0.7675,0.7391,NVDA,
