Unnamed: 0,title,date,stock
929091.0,NVIDIA shares are trading higher after Susquehanna and RBC Capital maintained their bullish ratings on the company's stock along with raising their price targets.,2020-05-19 09:51:00-04:00,NVDA
929092.0,"Susquehanna Maintains Positive on NVIDIA, Raises Price Target to $410",2020-05-19 09:36:00-04:00,NVDA
929093.0,"RBC Capital Maintains Outperform on NVIDIA, Raises Price Target to $385",2020-05-19 09:03:00-04:00,NVDA
929094.0,"BMO Turns Bullish On Nvidia, Says It's Uniquely Positioned For Computing Shift",2020-05-18 12:48:00-04:00,NVDA
929095.0,"Walmart, Target And Home Depot Among Major Retailers Set To Report Earnings In Days Ahead",2020-05-18 10:52:00-04:00,NVDA
929096.0,Stocks That Hit 52-Week Highs On Monday,2020-05-18 10:44:00-04:00,NVDA
929097.0,"Benzinga's Top Upgrades, Downgrades For May 18, 2020",2020-05-18 09:32:00-04:00,NVDA
929098.0,10 Biggest Price Target Changes For Monday,2020-05-18 08:20:00-04:00,NVDA
929099.0,NVIDIA shares are trading higher after BMO Capital upgraded the company's stock from Market Perform to Outperform and raised its price target from $285 to $425.,2020-05-18 07:17:00-04:00,NVDA
929100.0,"BMO Capital Upgrades NVIDIA to Outperform, Raises Price Target of $425",2020-05-18 06:46:00-04:00,NVDA
929101.0,"Nvidia Analyst Says New, Ampere-Based Data Center GPU Makes Chipmaker 'Unassailable'",2020-05-15 13:11:00-04:00,NVDA
929102.0,Quick Retreat: Impressive Thursday Turnaround Halted in Its Tracks Amid Fresh Trade Tiff,2020-05-15 10:22:00-04:00,NVDA
929103.0,"Raymond James Reiterates Outperform on NVIDIA, Raises Price Target to $330",2020-05-15 08:34:00-04:00,NVDA
929104.0,NVIDIA Datasheet Shows DGX A100 To Use Dual AMD Rome 7742,2020-05-14 12:49:00-04:00,NVDA
929105.0,"Nvidia CEO Talks New Ampere-Based GPU, Advanced AI System In GTC 2020 Keynote",2020-05-14 12:22:00-04:00,NVDA
929106.0,"NVIDIA Highlights Expansion Of Its Clara Healthcare Platform With New Capabilities, Partnerships To Help Medical Community Track, Test, Treat Coronavirus",2020-05-14 09:05:00-04:00,NVDA
929107.0,Another Nvidia Analyst Boosts Price Target Ahead Of Q1 Report,2020-05-13 15:00:00-04:00,NVDA
929108.0,"Wedbush Maintains Outperform on NVIDIA, Raises Price Target to $340",2020-05-13 10:46:00-04:00,NVDA
929109.0,"""Stay at Home"" Stocks Still Rule the Roost as Nvidia, Microsoft, Apple Start Week Firmly",2020-05-12 16:11:00-04:00,NVDA
929110.0,2 Options Strategies For Nvidia Ahead Of Earnings,2020-05-12 14:10:00-04:00,NVDA
929111.0,Stocks That Hit 52-Week Highs On Tuesday,2020-05-12 10:41:00-04:00,NVDA
929112.0,Not Just Fun And Games: How Esports Could Offer Potential Investment Opportunities,2020-05-12 06:43:00-04:00,NVDA
929113.0,Why Nvidia Has A New Street-High Price Target,2020-05-11 15:06:00-04:00,NVDA
929114.0,Stocks That Hit 52-Week Highs On Monday,2020-05-11 10:28:00-04:00,NVDA
929115.0,10 Biggest Price Target Changes For Monday,2020-05-11 08:20:00-04:00,NVDA
929116.0,"Needham Maintains Buy on NVIDIA, Raises Price Target to $360",2020-05-11 07:12:00-04:00,NVDA
929117.0,"'Fast Money' Picks For May 11: EA, Nike, Nvidia",2020-05-10 16:04:00-04:00,NVDA
929118.0,Shares of several technology companies are trading higher amid market strength after US job loss figures came in better than expected. The sector has been strong recently as several companies reported strong earnings and benefited from online services.,2020-05-08 10:15:00-04:00,NVDA
929119.0,NVIDIA shares are trading higher after SunTrust analysts maintained a Buy rating on the stock and raised their price target from $294 to $327. The tech sector has been strong this week amid a rebound in economic sentiment.,2020-05-07 13:57:00-04:00,NVDA
929120.0,"SunTrust Robinson Humphrey Maintains Buy on NVIDIA, Raises Price Target to $327",2020-05-07 12:20:00-04:00,NVDA
929121.0,"Susquehanna Maintains Positive on NVIDIA, Raises Price Target to $355",2020-05-04 12:15:00-04:00,NVDA
929122.0,NVIDIA Shares Unaffected Following Report 'Nvidia Plans To Buy Cumulus Networks In Networking Software Play',2020-05-04 10:35:00-04:00,NVDA
929123.0,Shares of several technology companies are trading lower on market weakness as investor uncertainty grows following quarterly earnings results from multiple companies. NOTE: This could potentially be a sell-off after the S&P 500 rallied 12.7% over the past month.,2020-05-01 09:10:00-04:00,NVDA
929124.0,"NVIDIA To Report Q1 Earnings Thurs., May 21, 2020",2020-04-30 17:01:00-04:00,NVDA
929125.0,"Shares of several technology companies are trading higher amid market strength following positive data from a study of Gilead's Remdesivir, which is being evaluated for coronavirus. A successful treatment could mean a sooner return to economic activity. NOTE: Some names may also be moving in sympathy following recent earnings from Google and some semiconductor companies.",2020-04-29 10:53:00-04:00,NVDA
929126.0,"May Market Outlook: No Spring Fling This Year As Dismal Data, Weak Earnings Seen Ahead",2020-04-29 09:24:00-04:00,NVDA
929127.0,"Morgan Stanley Maintains Overweight on NVIDIA, Raises Price Target to $282",2020-04-28 09:17:00-04:00,NVDA
929128.0,"'I've Been Dreaming About This,' Nvidia CEO Says After $7B Mellanox Acquisition Deal Finally Closed",2020-04-28 00:17:00-04:00,NVDA
929129.0,Why Nvidia's Stock Is Trading Higher Today,2020-04-27 11:02:00-04:00,NVDA
929130.0,NVIDIA shares are trading higher potentially on overall market strength as some states announced their plans to reopen in phases. The company also announced the completion of the acquisition of Mellanox.,2020-04-27 09:56:00-04:00,NVDA
929131.0,A Peek Into The Markets: US Stock Futures Signal Higher Start On Wall Street,2020-04-27 06:14:00-04:00,NVDA
929132.0,NVIDIA Completes Acquisition of Mellanox,2020-04-27 05:35:00-04:00,NVDA
929133.0,"Nvidia Reportedly Eyeing 5nm Chips Even As Apple, AMD Ramp Up Orders",2020-04-24 13:48:00-04:00,NVDA
929134.0,Shares of several semiconductor companies are trading higher. Strength potentially related to earnings from notable names in the space this week as well as overall market strength amid a rebound in oil.,2020-04-23 11:19:00-04:00,NVDA
929135.0,Eli Lilly Kicks Off Earnings Day With A Beat And Investors Prepare For Intel After Close,2020-04-23 09:45:00-04:00,NVDA
929136.0,"Taiwan Semiconductor Seeing Ramp-up in Orders from AMD, Nvidia",2020-04-23 05:26:00-04:00,NVDA
929137.0,"Shares of several semiconductor companies are trading higher, potentially in sympathy with Texas Instruments, which reported better-than-expected Q1 financial results.",2020-04-22 06:28:00-04:00,NVDA
929138.0,Shares of several technology companies are trading lower amid overall market weakness following a collapse in oil prices. Oil has been negatively impacted by excess supply and low demand amid the coronavirus pandemic.,2020-04-21 10:52:00-04:00,NVDA
929139.0,A Look Into NVIDIA's Price Over Earnings,2020-04-21 10:49:00-04:00,NVDA
929140.0,"Nvidia, Marvell, Monolithic Are Oppenheimer's Top Picks Ahead Of Semiconductor Earnings",2020-04-19 21:51:00-04:00,NVDA
929141.0,"UBS Maintains Buy on NVIDIA, Raises Price Target to $330",2020-04-17 12:03:00-04:00,NVDA
929142.0,NVIDIA Says Mellanox Deal Closing Expected To Occur On Or About Apr. 27,2020-04-16 14:10:00-04:00,NVDA
929143.0,NVIDIA shares are trading higher after the company received Chinese approval for its acquisition of Mellanox.,2020-04-16 13:07:00-04:00,NVDA
929144.0,"Alibaba, Tesla Among Cramer's Stay-At-Home Stock Ideas",2020-04-16 11:48:00-04:00,NVDA
929145.0,"Cramer Shares His Thoughts On Yext, Workday And More",2020-04-16 08:33:00-04:00,NVDA
929146.0,Hearing Mellanox Reportedly Receives China approval For NVIDIA Merger,2020-04-16 07:42:00-04:00,NVDA
929147.0,Software Rises Above Semiconductors And Hardware As Tech Heads Into Earnings Season,2020-04-15 20:10:00-04:00,NVDA
929148.0,"Shares of several technology companies are trading lower as equities fall amid mixed earnings results from banks, a significant decline in the price of oil and worse than expected retail sales in March.",2020-04-15 09:14:00-04:00,NVDA
929149.0,"Shares of several technology companies are trading higher as markets gain on positive coronavirus outlook. Optimism surrounding the virus has led to hopes of an upcoming return to economic activity, which would benefit the sector.",2020-04-14 10:53:00-04:00,NVDA
929150.0,Will FANG Lead The Market Rebound?,2020-04-09 12:04:00-04:00,NVDA
929151.0,Shares of several technology companies are trading higher amid overall market strength on optimism that US coronavirus cases could soon leveling off. NOTE: Some names in the sector have potentially benefited from recent work-at-home trends.,2020-04-08 10:13:00-04:00,NVDA
929152.0,"Semiconductors Continue To Lead Rally Efforts, While Consumer Staples Keep Lagging",2020-04-07 09:47:00-04:00,NVDA
929153.0,"Shares of several technology, semiconductor, and software companies are trading higher amid optimism that coronavirus cases in Asia are potentially easing. Global slowing cases could raise hopes of a sooner return to spending and economic activity.",2020-04-07 07:45:00-04:00,NVDA
929154.0,Shares of several semiconductor and large technology stocks are trading higher with the broader market on optimism that coronavirus cases in several US hotspots appear to be reaching their peak.,2020-04-06 08:55:00-04:00,NVDA
929155.0,"Despite Near-Term Volatility, Nvidia Analyst Remains Bullish On Data Center Positioning, Gaming Dominance",2020-04-03 14:57:00-04:00,NVDA
929156.0,Shares of several semiconductor and chip companies are trading lower amid overall equity weakness. Macro disruption as a result of the coronavirus pandemic has affected businesses across sectors.,2020-04-03 11:41:00-04:00,NVDA
929157.0,Some Staples Stocks Bouncing Back After Sliding In Recent Rally As Caution Tightens Grip,2020-04-01 09:52:00-04:00,NVDA
929158.0,"Shares of several technology, semiconductor, and software companies are trading lower amid market weakness as macro concerns continue to grow as a result of the coronavirus pandemic. The White House said it expects a surge in cases over the next 2 weeks.",2020-04-01 07:33:00-04:00,NVDA
929159.0,"Option Traders Make Massive Multimillion Dollar Bets On Nvidia, Microsoft",2020-03-31 14:40:00-04:00,NVDA
929160.0,NVIDIA shares are trading higher amid tech sector strength. Susquehanna analysts maintained a 'Positive' rating on the stock.,2020-03-31 11:14:00-04:00,NVDA
929161.0,"Susquehanna Maintains Positive on NVIDIA, Raises Price Target to $330",2020-03-31 10:34:00-04:00,NVDA
929162.0,Shares of several technology companies are trading higher as equities continue to rise following last week's rebound amid US stimulus measures.,2020-03-30 10:23:00-04:00,NVDA
929163.0,"Mellanox Shares Volatile Over Last Few Mins. On Volume Spike; Hearing Capitol Forum Says Deal Approval 'In Trouble,' Recent Talks Failed To Address Objections",2020-03-27 11:09:00-04:00,NVDA
929164.0,Shares of several semiconductor companies are trading higher following a strong Q2 earnings report from Micron.,2020-03-26 09:58:00-04:00,NVDA
929165.0,"Airline Shares Jump As Stimulus Agreement Offers Relief, While Nike Up On Earnings",2020-03-25 09:42:00-04:00,NVDA
929166.0,120 Biggest Movers From Yesterday,2020-03-25 04:02:00-04:00,NVDA
929167.0,Nvidia Analyst Says Pandemic Creates More Data Center Demand,2020-03-24 13:49:00-04:00,NVDA
929168.0,75 Stocks Moving In Tuesday's Mid-Day Session,2020-03-24 12:50:00-04:00,NVDA
929169.0,"UPDATE: Needham On NVIDIA Notes 'we believe the transition to AI, whether from hyperscalers, enterprise or verticals, will accelerate during this COVID-19 outbreak as the shift to private and public cloud will grow'",2020-03-24 11:46:00-04:00,NVDA
929170.0,"UPDATE: Needham Upgrades NVIDIA To Buy, Announces $270 Target Notes 'During this uncertain time, superior balance sheets remain supreme'; Firm Believes 'GPUs for medical applications will ramp in light of the COVID-19 pandemic'",2020-03-24 11:46:00-04:00,NVDA
929171.0,RUMOR: Hearing Dealreporter Speculation China Has Reached A Deal For NVIDIA/Mellanox Deal,2020-03-24 10:48:00-04:00,NVDA
929172.0,"Rise In Semiconductor, Cloud Computing Stocks Could Set Tone For Broader Economy",2020-03-24 09:56:00-04:00,NVDA
929173.0,Shares of several technology companies are trading higher amid market strength on hopes of a US economic stimulus package agreement.,2020-03-24 09:10:00-04:00,NVDA
929174.0,NVIDIA shares are trading higher as equities gain amid hopes of a US stimulus agreement. Needham also upgraded the company's stock from Hold to Buy.,2020-03-24 07:58:00-04:00,NVDA
929175.0,26 Stocks Moving in Tuesday's Pre-Market Session,2020-03-24 07:12:00-04:00,NVDA
929176.0,"Needham Upgrades NVIDIA to Buy, Announces $270 Price Target",2020-03-24 06:19:00-04:00,NVDA
929177.0,"Shares of several technology, software, and semiconductor companies are trading higher as stocks move higher following Monday morning Fed stimulus action.",2020-03-23 09:21:00-04:00,NVDA
929178.0,"Why BofA Says AMD, Nvidia Are High-Quality, High-Beta Stocks In A Volatile Market",2020-03-20 15:37:00-04:00,NVDA
929179.0,"Wells Fargo Maintains Overweight on NVIDIA, Lowers Price Target to $280",2020-03-20 10:39:00-04:00,NVDA
929180.0,"Shares of several technology companies are trading higher. Market strength has been attributed to strong containment measures taken by California, rebound in oil, central bank actions and expectations of increased technology usage amid the virus outbreak.",2020-03-20 08:31:00-04:00,NVDA
929181.0,"Esports, Gaming Thrive, Adapt As Nation Grapples With Pandemic",2020-03-19 17:09:00-04:00,NVDA
929182.0,"Shares of several technology companies are trading higher, rebounding from earlier weakness. Markets have been volatile amid the coronavirus outbreak, with central banks and governments around the world enacting stimulus measures.",2020-03-19 10:47:00-04:00,NVDA
929183.0,"Shares of several technology, software and semiconductor companies are trading lower amid continued global coronavirus concerns. The virus has caused global economic disruption and negatively impacted supply chains for many tech companies. UPDATE: Several stocks in the sector have since reversed.",2020-03-19 09:02:00-04:00,NVDA
929184.0,"Morgan Stanley Maintains Overweight on NVIDIA, Lowers Price Target to $268",2020-03-18 09:13:00-04:00,NVDA
929185.0,"Shares of several technology, software and semiconductor companies are trading lower as equities sell off amid continued global coronavirus concerns. The virus has caused global economic disruption and negatively impacted stocks across sectors.",2020-03-18 08:48:00-04:00,NVDA
929186.0,11 Technology Stocks Moving In Wednesday's Pre-Market Session,2020-03-18 07:49:00-04:00,NVDA
929187.0,All The Major Events Canceled By Coronavirus (Updated),2020-03-17 12:11:00-04:00,NVDA
929188.0,"Shares of several technology, semiconductor, and software companies are trading higher, rebounding from Monday's crash. Stocks may also potentially be getting a boost from expectations of further stimulus proposals.",2020-03-17 09:19:00-04:00,NVDA
929189.0,Shares of several technology stocks are trading lower amid demand and supply chain disruption concerns driven by coronavirus.,2020-03-16 08:39:00-04:00,NVDA
929190.0,Nvidia Urges Gamers To Use Their Gaming PCs To Fight Coronavirus,2020-03-16 05:38:00-04:00,NVDA
929191.0,"Shares of several technology, software and semiconductor companies are trading higher as equities rebound following Thursday's crash. The sector has been negatively impacted recently as the coronavirus outbreak has disrupted economic outlook globally.",2020-03-13 09:08:00-04:00,NVDA
929192.0,"Shares of several technology, software and semiconductor companies are trading lower as equities sell off amid continued global coronavirus concerns. The virus has caused global economic disruption and negatively impacted stocks across sectors.",2020-03-12 09:02:00-04:00,NVDA
929193.0,"Despite Volatility, FANG Continues to Prove Its Popularity",2020-03-11 12:44:00-04:00,NVDA
929194.0,"Shares of several companies in the technology, software and semiconductor space are trading lower as equities sell off amid coronavirus fears. The virus spread has disrupted economic activity across sectors and caused global macro uncertainty.",2020-03-11 07:17:00-04:00,NVDA
929195.0,Shares of several technology companies are trading higher as markets look to rebound from Monday's selloff. The technology sector has been highly impacted by the coronavirus due to its China exposure and sensitivity to economic conditions.,2020-03-10 07:11:00-04:00,NVDA
929196.0,"Shares of several companies in the technology, software and semiconductor space are trading lower as equities crash amid coronavirus fears. The virus spread has disrupted economic activity across sectors and caused global macro uncertainty.",2020-03-09 10:20:00-04:00,NVDA
929197.0,Here's How Much Investing $100 In Adobe Stock Back In 2010 Would Be Worth Today,2020-03-09 10:05:00-04:00,NVDA
929198.0,Shares of several technology companies are trading lower. Movement appears market related as markets continue to dip amid the global coronavirus outbreak.,2020-03-06 08:46:00-05:00,NVDA
929199.0,21 Technology Stocks Moving In Friday's Pre-Market Session,2020-03-06 07:52:00-05:00,NVDA
929200.0,"Shares of several technology, semiconductor, and software companies are trading lower as global markets continue to experience volatility amid the coronavirus spread.",2020-03-05 07:33:00-05:00,NVDA
929201.0,Shares of several technology companies are trading higher after Joe Biden took the delegate lead on Super Tuesday. Biden's more 'moderate' economic policies have been seen as more favorable for growth.,2020-03-04 09:19:00-05:00,NVDA
929202.0,Shares of several technology companies are trading lower in sympathy with the overall market. The Fed cut rates to combat the coronavirus outbreak which caused an initial spike but then continued to trade lower.,2020-03-03 11:41:00-05:00,NVDA
929203.0,3 ETFs For Stocks With Positive Earnings Revisions,2020-03-03 09:02:00-05:00,NVDA
929204.0,Spread of Coronavirus Beyond China to Impact 2020 Semiconductor Market,2020-03-03 05:22:00-05:00,NVDA
929205.0,What To Expect From AMD's Analyst Day,2020-03-02 17:15:00-05:00,NVDA
929206.0,NVIDIA Says Will Shift Its GTC Chip Conference Scheduled For Mar. 22-26 To Only Online,2020-03-02 13:01:00-05:00,NVDA
929207.0,"NVIDIA shares are trading higher despite broader market downturn. Mizuho analyst today noted that online gaming and ecommerce cloud remain strong amid the coronavirus outbreak, which the firm said is an advantage for NVIDIA.",2020-02-28 13:35:00-05:00,NVDA
929208.0,"'AMD has sold more GPUs than Nvidia, according to this analyst report' -TechRadar",2020-02-27 17:03:00-05:00,NVDA
929209.0,Department Of Correction: Both DJIA And SPX On Verge Of 10% Decline From Peaks,2020-02-27 09:39:00-05:00,NVDA
929210.0,"Shares of companies in the software, technology and semiconductor spaces are trading lower as continued coronavirus fears cause weakness across sectors.",2020-02-27 08:28:00-05:00,NVDA
929211.0,Shares of several semiconductor companies are trading higher. Not seeing any news to justify the price action.,2020-02-26 14:40:00-05:00,NVDA
929212.0,"March Outlook: Political Season Starts To Sizzle, But Coronavirus Still Hogs Headlines",2020-02-26 14:19:00-05:00,NVDA
929213.0,Shares of several semiconductor companies are trading higher. Strength potentially market related as equities begin to rebound from recent selloffs.,2020-02-26 09:53:00-05:00,NVDA
929214.0,"UPDATE: Nomura Downgrades NVIDIA to Reduce, Lowers Price Target to $230 As Firm Notes 'In our view, the risks to the global semiconductor industry posed by the COVID-19 outbreak have grown over the last few weeks.'",2020-02-25 10:14:00-05:00,NVDA
929215.0,"Earnings To The Rescue? HP, Macy's, Home Depot All Report Solid Results, Providing Lift",2020-02-25 09:52:00-05:00,NVDA
929216.0,"Shares of several semiconductor companies are trading higher as markets partially rebound from Monday's dip. NOTE: While some markets recover, coronavirus fears still persist globally.",2020-02-25 08:29:00-05:00,NVDA
929217.0,"Nomura Downgrades NVIDIA to Reduce, Lowers Price Target to $230",2020-02-25 05:09:00-05:00,NVDA
929218.0,"Rough Start To New Week As Apple, Chip Stocks, Travel And Leisure Sector Hit Hard By Virus",2020-02-24 09:55:00-05:00,NVDA
929219.0,Shares of several semiconductor companies are trading lower amid continued spread of coronavirus including notable upticks in Iran and Italy. NOTE: The virus has raised fear of a global economic slowdown.,2020-02-24 07:45:00-05:00,NVDA
929220.0,25 Technology Stocks Moving In Monday's Pre-Market Session,2020-02-24 07:36:00-05:00,NVDA
929221.0,"Shares of several semiconductor companies are trading lower. Weakness potentially related to the ongoing conronavirus outbreak in China, which has hurt economic activity across sectors including the semi sector, which has China exposure.",2020-02-21 10:36:00-05:00,NVDA
929222.0,Shares of several semiconductor companies are trading lower potentially on coronavirus fears. NOTE: The market had a sharp selloff. Not seeing any news to justify the bearish price action.,2020-02-20 11:42:00-05:00,NVDA
929223.0,Stocks That Hit 52-Week Highs On Thursday,2020-02-20 10:26:00-05:00,NVDA
929224.0,China Stimulus Doesn't Translate Into US Strength As Deere Prepares To Report Friday,2020-02-20 09:39:00-05:00,NVDA
929225.0,78 Biggest Movers From Yesterday,2020-02-20 05:16:00-05:00,NVDA
929226.0,"Why AMD's Coronavirus Impact Could Be Worse Than Intel, Nvidia",2020-02-19 14:00:00-05:00,NVDA
929227.0,51 Stocks Moving In Wednesday's Mid-Day Session,2020-02-19 12:18:00-05:00,NVDA
929228.0,Stocks That Hit 52-Week Highs On Wednesday,2020-02-19 10:32:00-05:00,NVDA
929229.0,NVIDIA shares are trading higher after Bernstein upgraded the stock from Market Perform to Outperform and raised its price target from $300 to $360 per share.,2020-02-19 09:36:00-05:00,NVDA
929230.0,Unfazed FAANGs: Pullback In Apple Didn't Carry Over To Other Big Tech Names,2020-02-19 09:35:00-05:00,NVDA
929231.0,Autonomous Yard Trucking Startup Drives Out Of Stealth With $53M In Series A,2020-02-19 08:52:00-05:00,NVDA
929232.0,10 Biggest Price Target Changes For Wednesday,2020-02-19 08:39:00-05:00,NVDA
929233.0,"A Peek Into The Markets: US Stock Futures Up Ahead Of Economic Data, Fed Minutes",2020-02-19 06:00:00-05:00,NVDA
929234.0,"Bernstein Upgrades NVIDIA to Outperform, Raises Price Target to $360",2020-02-19 05:18:00-05:00,NVDA
929235.0,NVIDIA Option Alert: Fri $300 Calls Sweep (78) near the Ask: 571 @ $2.637 vs 9131 OI; Ref=$296.25,2020-02-18 14:54:00-05:00,NVDA
929236.0,"UPDATE: Argus On Nvidia Notes 'We believe that most technology investors should own NVDA in the age of deep learning, AI, and GPU-driven applications acceleration'",2020-02-18 12:10:00-05:00,NVDA
929237.0,"UPDATE: Argus Reiterates Buy On Nvidia, Raises Target To $340 Notes 'We recommend establishing or adding to positions in this preeminent vehicle for participation in the AI economy'",2020-02-18 12:10:00-05:00,NVDA
929238.0,Susquehanna Upgrades Mellanox Technologies Ahead Of Chinese Decision On Nvidia Deal,2020-02-18 11:12:00-05:00,NVDA
